0,https://github.com/PyTorch/PyTorch/commit/fbc7559ceb372d88b55c96ef6984accbaa0ec3ec,zero,YES,torch/_library/infer_schema.py,patch_0,"-        if param.annotation not in SUPPORTED_PARAM_TYPES.keys():
-        schema_type = SUPPORTED_PARAM_TYPES[param.annotation]
","+        # The annotation might be converted to a string by annotation,
+        # we convert it to the actual type.
+        annotation_type = param.annotation
+        if type(annotation_type) == str:
+            annotation_type = convert_type_string(annotation_type)
+
+        if annotation_type not in SUPPORTED_PARAM_TYPES.keys():
+        schema_type = SUPPORTED_PARAM_TYPES[annotation_type]
","+        if isinstance(param.annotation, str):
+            schema_type = eval(param.annotation)
+        elif param.annotation not in SUPPORTED_PARAM_TYPES.keys():
+            schema_type = SUPPORTED_PARAM_TYPES[param.annotation]","The root cause of the bug was that existing custom ops did not consider strings as valid types when using `from __future__ import annotations`, which converts type annotations to strings to facilitate forwards references. As a result, the custom ops would encounter errors when trying to use string type annotations. The fix involved checking if the argument and return type annotations were strings and attempting to convert them to the appropriate type using `eval`."
0,https://github.com/PyTorch/PyTorch/commit/fbc7559ceb372d88b55c96ef6984accbaa0ec3ec,zero,YES,torch/_library/infer_schema.py,patch_1,"-    ret = parse_return(sig.return_annotation, error_fn)
","+    return_annotation = sig.return_annotation
+    if type(return_annotation) == str:
+        return_annotation = convert_type_string(return_annotation)
+    ret = parse_return(return_annotation, error_fn)
","+    if isinstance(sig.return_annotation, str):
+        ret = parse_return(eval(sig.return_annotation), error_fn)
+    else:
+        ret = parse_return(sig.return_annotation, error_fn) ","The root cause of the bug was that the existing custom operations did not consider strings to be valid types for annotations. This was an issue because the `from __future__ import annotations` feature converts type annotations to strings to facilitate forwards references. The fix for the bug involved checking if the argument and return type annotations were strings, and using `eval` to convert them to actual types if they were."
0,https://github.com/PyTorch/PyTorch/commit/6d4ec9b2ecba7d26e885bdbb0faeeaa1e148cfd6,zero,NO,torch/distributed/checkpoint/planner_helpers.py,patch_0,"-    if isinstance(object, DTensor):
","+    if isinstance(object, _Checkpointable):
+        return object._create_write_items(fqn, object)
+    elif isinstance(object, DTensor):
+        # DTensor can contain a local tensor that is a tensor subclass
+        if isinstance(object.to_local(), _Checkpointable):
+            return object.to_local()._create_write_items(fqn, object)  # type: ignore[arg-type]
","+    if isinstance(object, DTensor) or isinstance(object, CheckpointableTensor):","The root cause of the bug is that the CheckpointableTensor interface was not implemented correctly, causing issues with DCP's ability to checkpoint tensor subclasses."
0,https://github.com/PyTorch/PyTorch/commit/6d4ec9b2ecba7d26e885bdbb0faeeaa1e148cfd6,zero,NO,torch/distributed/checkpoint/planner_helpers.py,patch_1,"-    if isinstance(tensor, DTensor):
","+    if isinstance(tensor, _Checkpointable):
+        local_chunks = tensor._create_chunk_list(tensor)
+    elif isinstance(tensor, DTensor):
+        # DTensor can contain a local tensor that is a tensor subclass
+        if isinstance(tensor.to_local(), _Checkpointable):
+            return tensor.to_local()._create_chunk_list(tensor)  # type: ignore[arg-type]
","+    if isinstance(tensor, DTensor) and hasattr(tensor, 'requires_grad') and local_tensor.requires_grad and not requires_grad:","The root cause of the bug is that the CheckpointableTensor interface was not properly implemented to support arbitrary tensor subclasses for checkpointing in DCP. This caused issues with TorchRec sharding migration from ShardedTensor to DTensor, impacting the functionality of the tensor subclasses."
0,https://github.com/PyTorch/PyTorch/commit/6d4ec9b2ecba7d26e885bdbb0faeeaa1e148cfd6,zero,NO,torch/distributed/checkpoint/utils.py,patch_0,"-    if isinstance(tensor, DTensor):
","+    if isinstance(tensor, _Checkpointable):
+        return tensor._get_tensor_shard(tensor, index)
+    elif isinstance(tensor, DTensor):
+        # DTensor can contain a local tensor that is a tensor subclass
+        if isinstance(tensor.to_local(), _Checkpointable):
+            return tensor.to_local()._get_tensor_shard(tensor, index)  # type: ignore[arg-type]
","+    # Params are DTensors in backward
+    # with SHARD_GRAD_OP + TP
+    from torch.distributed._tensor import DTensor

+    if isinstance(tensor, DTensor):
+        tensor = tensor._local_tensor","The root cause of the bug is that the CheckpointableTensor interface was not implemented correctly or was not implemented at all, causing issues with the compatibility of tensor subclasses with DCP."
0,https://github.com/PyTorch/PyTorch/commit/6b39146b3f33c2d00d2e1c0ae60ec32951333a08,zero,NO,torch/distributed/pipelining/PipelineStage.py,patch_0,,"+        output_node = self._get_output_node()
+        output_vals: Tuple[torch.Tensor] = tuple(
+            v.meta[""val""] for v in flatten_args(output_node.args)
+        )
+        self._configure_outputs_meta(output_vals)
+
+    def _get_output_node(self):
+        output_nodes = [node for node in self.submod.graph.nodes if node.op == ""output""]
+        assert len(output_nodes) == 1
+        output_node = output_nodes[0]
+        return output_node
+
","
-        # Verify input and output shapes and data types before proceeding
+        assert input_shape == expected_input_shape, ""Input shape does not match expected input shape""
+        assert input_dtype == expected_input_dtype, ""Input data type does not match expected input data type""
+        assert output_shape == expected_output_shape, ""Output shape does not match expected output shape""
+        assert output_dtype == expected_output_dtype, ""Output data type does not match expected output data type""","The root cause of the bug is related to the validation of the input and output shapes and data types in a pipeline stage. The bug arises from user errors such as unintentional dynamic shapes usage or a mismatch of configuration time and run time data shapes/dtypes. This can lead to different issues such as errors being thrown within the stage-module forward code, silent correctness issues inside the stage-module forward, or incorrect outputs that do not match the expectation of the following stage, resulting in a hang or correctness issue down the line.

The commit message indicates that by validating the input and output shapes and data types, the following can be addressed:
- Improve debugability of errors thrown within the stage-module forward code
- Guard against silent correctness issues happening inside the stage-module forward
- Prevent issues where the output of a stage does not match the expectation of the following stage

Overall, the validation of input and output shapes and data types helps ensure that the pipeline stages produce the expected outputs and can help prevent potential issues that may arise from shape/dtype mismatches."
0,https://github.com/PyTorch/PyTorch/commit/6b39146b3f33c2d00d2e1c0ae60ec32951333a08,zero,NO,torch/distributed/pipelining/PipelineStage.py,patch_1,"-        output_nodes = [node for node in self.submod.graph.nodes if node.op == ""output""]
-        assert len(output_nodes) == 1
-        output_node = output_nodes[0]
","+        output_node = self._get_output_node()
+
","-        output_nodes = [node for node in self.submod.graph.nodes if node.op == ""output""]
-        assert len(output_nodes) == 1
+        output_nodes = [node for node in self.submod.graph.nodes if node.op == ""output""]
+        assert len(output_nodes) == 1, ""There should be exactly one output node""
         output_node = output_nodes[0]","The root cause of the bug is related to shape and data type mismatches in the input and output of different stages in a pipeline. This can lead to various classes of user errors:

- Errors thrown within the stage-module forward code due to shape or data type mismatches, making it hard to understand or trace back to an input issue.
- Silent correctness issues occurring inside the stage-module forward, where the correct output shape is still produced, but the data may not be correct.
- Output from a stage-module may be locally correct but not matching the expectation of the following stage, leading to hangs or correctness issues down the line.

Validation of input shapes on the first stage and output shapes of all stages helps improve debuggability of errors, guards against silent correctness issues, and ensures that the output shapes match the expectations of subsequent stages. This validation is crucial as it directly affects the number of bytes on the wire."
0,https://github.com/PyTorch/PyTorch/commit/40e8675fcbb233c98ec532607d5cd421ec850253,zero,NO,aten/src/ATen/cudnn/Descriptors.h,patch_0,,"+  void set_v9(
+      cudnnDataType_t datatype,
+      cudnnLossNormalizationMode_t normMode,
+      cudnnCTCGradMode_t gradMode,
+      int maxLabelLength) {
+    AT_CUDNN_CHECK(
+        cudnnSetCTCLossDescriptor_v9(mut_desc(), datatype, normMode, gradMode, maxLabelLength));
+  }
+
","+          check_cudnn_hardware_support,
+          check_all_tensors_on_device,
+          check_cudnn_tensor_shapes,
+          check_cudnn_layout,
+          check_for_nested_inputs,
+          check_cudnn_requires_grad,
+          check_dtypes_low_precision);","The root cause of the bug is related to the introduction of a graph-capturable CTCLoss in cuDNN v8.x, which aligns neatly with the `Tensor` variant. However, there is a restriction in cuDNN on the maximum target length (255) which is not checkable during graph capture. The fix involved checking the maximum target length restriction during warmup runs and aborting the capture if this constraint was violated. Considerations around warning/error messages needed to be adjusted to ensure a better user experience."
0,https://github.com/PyTorch/PyTorch/commit/40e8675fcbb233c98ec532607d5cd421ec850253,zero,NO,aten/src/ATen/native/LossCTC.cpp,patch_0,"-          {log_probs, targets, input_lengths, target_lengths})) {
","+  // we don't want to convert to IntArrayRef if we can dispatch to cuDNN (this allows graph-capturable ctc_loss)
+  bool use_cudnn =
+      (log_probs.device().type() == at::kCUDA) &&
+      at::_use_cudnn_ctc_loss(
+          log_probs, targets, input_lengths, target_lengths, BLANK);
+          {log_probs, targets, input_lengths, target_lengths}) || use_cudnn) {
","+from .utils import get_dtype_size, has_incompatible_cudagraph_ops, output_node","The bug was caused by not checking the restriction on the maximum target length (255) in the graph-capture case when using cuDNN v8.x's CTCLoss. As a result, the constraint was only enforced during the warmup run(s) and the capture would fail if the constraint was violated during warmup. This caused potential issues with user experience around warnings and error messages."
0,https://github.com/PyTorch/PyTorch/commit/8865425ff7f68a172f02963f2734e4d5b005cdba,zero,YES,torch/_dynamo/repro/after_aot.py,patch_0,"-        if not same_two_models(mod, compiled, args, only_fwd=True):
","+        if not same_two_models(
+            mod,
+            compiled,
+            args,
+            only_fwd=True,
+            ignore_non_fp=config.repro_ignore_non_fp,
+        ):
",+        if not _disable_forced_specializations and not self._is_supported_equivalence(expr):,"The root cause of the bug is that the minifier, when minifying, ignores non-floating point values by default but still checks them when running the initial graph dump step. This inconsistency can lead to capturing a graph that doesn't fail the tester but has no meaningful divergence. This can be problematic when dealing with functions like `elu(x)` whose derivative depends on `x > 0`, as non-floating point values can trigger accuracy failures. To address this issue, a config flag was added to allow ignoring these non-floating point values."
